id,value
id_0,5.002689382581423
id_1,14.492001882643736
id_2,18.696580649457914
id_3,5.534103975200791
id_4,21.167285624320147
id_5,17.16351862941465
id_6,18.207331777582333
id_7,24.20864060601315
id_8,13.125622306282086
id_9,47.13784548835446
id_10,9.730056636186855
id_11,6.979422527683994
id_12,48.476197325297974
id_13,41.41310387441632
id_14,17.26956859819026
id_15,9.36570075164308
id_16,25.208893405681504
id_17,51.313987699827386
id_18,-2.6602388309639373
id_19,13.171761757973455
id_20,32.83935164902489
id_21,55.36398586742541
id_22,7.419432733285154
id_23,12.954816256698054
id_24,11.350130059750768
id_25,27.820442796764322
id_26,11.572128928091477
id_27,50.990774608953885
id_28,4.922498942909915
id_29,43.803193335886306
id_30,19.04243916654455
id_31,5.49411933038391
id_32,2.7978176649019275
id_33,14.333574821041843
id_34,21.351968911118636
id_35,28.534705829870973
id_36,33.68467507882826
id_37,22.489251545292
id_38,33.72385171318898
id_39,26.90682603209539
id_40,4.864956823621018
id_41,31.906854315243127
id_42,23.484960111468304
id_43,39.756409705213
id_44,13.430638849375617
id_45,27.419474422146806
id_46,19.39158572401958
id_47,7.210219653123161
id_48,21.21312980226578
id_49,23.30812446608533
id_50,17.31035301020658
id_51,6.251043269800569
id_52,15.284589346026804
id_53,40.90828828101924
id_54,12.630457640242827
id_55,28.264029291475765
id_56,25.399242692494862
id_57,15.235696321616672
id_58,44.057536463318385
id_59,17.435011527021736
id_60,11.185615412988641
id_61,32.11309613790131
id_62,8.549074229297712
id_63,36.56172587515096
id_64,10.589755357722858
id_65,10.614915494589496
id_66,10.403944594056458
id_67,-1.534283803532066
id_68,33.95039801712022
id_69,22.502253780853536
id_70,14.84864069097937
id_71,33.30180923131908
id_72,47.243381003816125
id_73,3.6660524790416353
id_74,12.827790495791024
id_75,2.320787872964228
id_76,32.99886462705431
id_77,11.278042773660417
id_78,16.545854826850718
id_79,16.60078021065041
id_80,18.668851342271736
id_81,28.879806335150526
id_82,15.82735043048144
id_83,73.39290762408612
id_84,30.082932002766988
id_85,20.6835767902711
id_86,17.521877172059643
id_87,25.55135341784996
id_88,18.55834677510689
id_89,14.666895826722303
id_90,23.18377598478414
id_91,32.863168626933174
id_92,4.1066653537015085
id_93,30.019550583652077
id_94,36.03834118848414
id_95,13.10057723284637
id_96,24.43553665613738
id_97,9.456245943776665
id_98,17.765523537525645
id_99,3.823010317812564
id_100,13.789530525274625
id_101,19.961789046450196
id_102,9.598300013989107
id_103,11.912073335076812
id_104,17.843060628027217
id_105,31.852074141670343
id_106,25.376538684383366
id_107,3.4464291478463736
id_108,3.4858501429793414
id_109,62.036408487779326
id_110,37.61706677265365
id_111,12.895350607859012
id_112,21.57753024795502
id_113,11.322193291252312
id_114,9.958452701259603
id_115,19.101167286161676
id_116,19.951738217376285
id_117,8.448601141050684
id_118,13.060878126096457
id_119,14.949870175644449
id_120,64.14479975778659
id_121,19.69788622222527
id_122,29.362248774663954
id_123,19.01099430281364
id_124,5.5739231526394395
id_125,29.721589388306292
id_126,7.2554644498334735
id_127,15.958858625050766
id_128,22.01093376752768
id_129,50.09850250525014
id_130,16.31816358831617
id_131,17.762608185367036
id_132,46.74109167180866
id_133,11.31622135595376
id_134,11.726220641337132
id_135,1.8971123431598933
id_136,9.188474024815399
id_137,46.19269007182537
id_138,17.07552057773014
id_139,4.9759000000786
id_140,23.291000286883623
id_141,18.910428982716702
id_142,34.981591964321865
id_143,23.560816833429875
id_144,13.787655678249179
id_145,18.402225567229117
id_146,9.891884811685447
id_147,41.35996486192637
id_148,20.05269579372404
id_149,29.312373645863545
id_150,6.39361168901293
id_151,6.205128477983241
id_152,17.69784086263641
id_153,4.18551444463986
id_154,10.994149249761712
id_155,31.139711685927523
id_156,5.067641674592831
id_157,28.18952341142341
id_158,9.416829121067144
id_159,13.827299063938531
id_160,33.13821504881146
id_161,14.167959981369128
id_162,8.791902941007082
id_163,5.750747261313608
id_164,40.15938773626608
id_165,24.11089923287168
id_166,-2.3930241551683444
id_167,12.743823425255677
id_168,49.46462655221714
id_169,11.744673392714239
id_170,48.66766537633987
id_171,29.85956734669307
id_172,20.45063337196783
id_173,15.963931815015885
id_174,46.633327750178566
id_175,19.364452955954953
id_176,16.54041866973702
id_177,29.426529305568437
id_178,9.073299456200667
id_179,24.29773107881011
id_180,11.96828104137827
id_181,8.906162751145407
id_182,44.383661508135006
id_183,36.32729670372503
id_184,11.278200690952527
id_185,27.421012517508316
id_186,20.58518826936209
id_187,55.684940438956815
id_188,7.885928005494751
id_189,45.90518242462758
id_190,29.18057783638809
id_191,10.661267970586618
id_192,23.04700472797582
id_193,0.11754400933389064
id_194,14.652128596947954
id_195,1.1382896056091063
id_196,25.605454413425896
id_197,7.76589545625156
id_198,13.216204829085953
id_199,46.57588925661301
id_200,18.758264985346504
id_201,19.565260097270354
id_202,50.67681459257604
id_203,7.651363773205913
id_204,7.027695980554848
id_205,8.288420403612042
id_206,5.468036667121382
id_207,0.7827263766261368
id_208,96.06853330102321
id_209,16.291990146317403
id_210,12.496374062888838
id_211,10.123037736827275
